date,/m/01q82,/g/1211cg58,/m/012_3l,/m/0gfps3,/g/11gbfbpzht,/m/02v_8dy,/m/09jx2,/m/04n7dpf,/m/0g_fl,/m/01rd35,/m/016ldw,/g/11cks2gbc8,/m/0cvgr,/m/06bmj_x,/m/06lry,/m/0hbm6,/m/0drqp,/m/014dsx,/m/07s_c,/g/11bc57hf91,/m/01tzw5,/m/018m33,/g/121g16mn,/g/1216wtvp,/m/088p1q,/g/1236svz8,/m/0pb8nv_,/m/02r5p3,/m/05457c,/m/0218w7,/g/11w4h00ll9,/m/06bmj_y,/m/026gdg4,/m/09y23_,/m/01s_5,/m/01cf44,/m/0545k,/m/01cf0p,/m/0cs24,/m/0z_xz,/m/0d130,/m/0hdyy,/m/011d_9rh,/m/04sng5,/m/0hhw8xd,/m/05nxj0,/m/0c40cq0,/m/06njd,/m/081zw_,/m/02vtq7g,/m/091tvr,/m/02r49f,/m/01406c,/m/04f0h,/m/020d7_,/g/1213tqm6,/m/0h7q5bz,/m/025t20m,/m/042px7,/m/017l39,/g/11cp7w3r6w,/g/11fsrblbyd,/m/03nw7w,/g/11lc9ltvgb,/g/11s7rb01fr,/g/120lq987,/m/079gm,/g/1q582vwlz,/g/120jfhdm_x,/m/032pvq,/m/033wy6,/g/11ln3kjm27,/g/11b651vsw1,/m/0nfn,/m/02wwvy,/m/02fq2b,/m/02jnsq,/g/11g6qj7lt6,/m/085n4,/g/11j8qrghwl,/m/02p2c9s,/g/11jg330g0l,/m/02jjns,/m/02w88k,/m/05kp2c,/m/01y3d8,/g/121jnq1m,/g/120jfhdm_y,/m/0p6bb,/m/018nf6,/m/09s5j9,/m/08f4gj,/m/0bg2p,/g/11c6tyq7nc,/g/11c2688p8j,/m/0ffnx,/m/02ywd,/g/11dxd44r6v,/m/04g3r,/m/06l8d,/m/09j2d,/m/0c_jw,/m/01l0mw,/m/06b49c,/g/11j8qrq5f4,/m/022hpx,/m/03glg,/m/0204sn,/g/11s7rbxtb8,/g/11g6qjtysh,/g/11h37v75l4,/m/02gsv,/m/0f3yyn,/m/079k8t,/m/03ggzf,/m/01hbs0,/m/01fss9,/m/018ct4,/m/029hyv,/m/02mnx9,/g/11bz0yd_jf,/m/01fp90,/g/1q6h_chms,/m/033gpp,/m/04g_71,/m/035czb,/m/04115t2,/g/120t97td,/g/11g_xxld32,/g/121hdyly,/m/02887sv,/g/11kbll0jmc,/g/11hdw7wpyv,/g/11j317sfyk,/g/11fsrbrqgk,/m/05y7_j,/m/01wq4b,/m/04qsq,/m/0_gyn88,/m/04rsd,/m/047m52,/m/05xxpj,/m/05zd8,/m/02vkbbf,/m/01fsrg,/m/014xsg,/m/0272pyx,/m/0f0jq,/m/0hkst,/m/05y_5p,/g/1235w5lb,/g/11j8qrbycd,/m/0968r1,/g/1213vf80,/m/025t89b,/m/05xxpw,/g/11c6t_253c,/m/0462swg,/g/12twkjsql,/g/11j317hdsz,/g/11c6t_549p,/g/11j317n2h0,/g/11fsrbpz7j,/g/11h4f8vzqz,/g/121lmsp6,/g/11g0kd3ygw
2019-09-01,30,0,58,41,8,43,14,38,52,53,0,0,59,18,46,87,27,87,26,0,29,29,0,0,0,0,0,0,0,0,0,18,0,34,19,0,43,34,33,38,47,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,27,0,0,0,0,0,0,0,18,46,0,0,12,0,0,0,0,62,36,100,0,0,0,0,54,44,56,0,0,9,1,0,16,74,61,61,72,40,0,75,37,68,0,0,0,29,71,45,0,0,31,0,0,0,0,26,0,0,0,0,98,0,0,0,0,0,0,0,0,61,41,34,0,40,10,100,55,0,0,9,30,47,57,0,0,0,18,47,48,0,0,0,0,0,0,0,0,0,0,0
2019-10-01,27,0,79,38,7,0,12,32,54,37,0,0,0,31,49,79,23,80,24,0,0,26,0,0,4,0,0,0,0,0,0,31,90,43,15,0,37,34,29,29,0,0,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,22,0,0,0,0,0,0,0,28,46,57,0,12,0,0,0,20,53,30,62,0,0,63,0,52,37,56,0,0,10,1,0,24,69,58,65,70,62,0,69,42,77,0,0,0,27,47,50,0,55,0,0,0,0,0,32,0,0,0,0,87,0,0,0,0,0,0,0,0,57,20,40,0,38,14,92,48,0,0,12,48,57,61,0,0,0,19,54,67,64,0,0,0,0,0,0,0,0,0,0
2019-11-01,20,0,65,37,6,0,11,31,48,32,0,0,91,14,46,69,40,82,23,0,0,27,0,0,7,0,0,0,0,0,0,14,0,22,13,0,46,34,0,24,0,0,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,22,0,0,0,0,0,0,0,43,53,0,0,13,0,0,0,0,47,22,38,0,0,0,0,52,40,55,0,59,10,1,0,19,71,59,64,79,62,0,90,42,68,0,0,0,25,63,55,0,0,0,0,0,22,26,0,0,43,0,0,82,0,0,0,0,0,0,0,0,53,47,31,0,37,17,70,51,0,0,11,0,65,59,0,0,0,19,55,44,51,0,0,0,0,0,0,0,0,0,0
2019-12-01,19,0,44,36,7,0,13,34,50,34,0,0,43,15,44,69,28,81,32,0,31,28,0,0,7,0,0,0,0,0,0,15,0,29,16,35,37,22,44,38,0,0,32,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,53,0,0,54,0,0,0,0,0,0,0,0,7,37,40,0,11,0,0,0,0,54,22,54,0,0,0,0,50,42,57,0,0,10,1,0,24,91,69,72,76,63,0,65,25,80,0,0,0,31,39,52,0,54,23,0,0,0,25,38,0,68,38,0,85,0,0,0,0,0,0,0,0,40,48,34,0,34,18,72,45,0,0,13,36,46,50,0,77,0,19,50,48,49,0,0,0,0,0,0,0,0,0,0
2020-01-01,22,0,57,39,7,0,13,35,60,48,61,0,49,20,44,75,29,84,30,0,60,31,0,0,6,0,0,0,0,0,0,20,0,26,15,34,42,35,27,33,0,0,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,30,0,0,0,0,0,0,0,7,53,36,0,10,0,0,0,19,60,21,56,0,0,0,81,50,40,56,0,0,9,1,0,17,85,66,63,64,57,0,83,33,72,0,0,0,32,75,51,0,49,33,0,0,0,30,0,0,57,0,0,100,0,0,0,0,0,0,0,0,60,47,41,0,31,17,84,49,0,73,11,59,0,64,0,76,0,26,57,45,49,0,0,0,0,0,0,0,0,0,0
2020-02-01,28,0,100,57,9,0,20,92,52,51,59,0,0,26,49,81,36,83,65,0,34,26,0,0,6,0,0,0,0,0,0,26,0,46,13,0,46,35,35,40,0,0,41,29,0,0,0,0,0,0,0,0,0,29,37,0,0,0,0,0,0,0,64,0,0,0,21,0,0,0,0,0,0,0,8,48,40,0,9,0,0,0,23,57,19,40,0,0,73,0,49,26,54,0,40,10,1,0,26,89,65,58,67,53,0,71,32,69,0,0,0,26,83,0,0,0,28,0,0,0,0,28,0,49,0,0,100,0,0,0,0,0,0,0,0,59,44,41,0,27,16,73,47,0,0,14,53,37,69,0,72,0,19,60,67,41,0,0,0,0,0,0,0,0,0,0
2020-03-01,21,0,52,45,5,0,14,60,40,60,0,0,46,62,42,58,52,75,86,0,0,26,0,0,7,0,0,0,0,0,0,62,0,32,14,0,43,31,31,31,0,0,26,17,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,41,0,0,0,28,0,0,0,0,0,0,0,10,25,63,0,11,0,0,0,0,41,17,0,0,0,0,0,67,35,40,0,0,6,1,0,18,43,58,50,74,45,0,50,35,79,0,0,0,21,44,34,0,0,0,0,0,0,0,0,1,43,0,0,58,0,0,0,0,0,0,0,0,30,52,38,0,26,22,45,34,0,0,53,42,0,48,0,40,0,14,37,48,56,0,0,0,0,0,0,0,0,0,0
2020-04-01,21,0,51,46,2,0,11,37,42,35,0,0,40,74,28,65,30,45,23,0,39,21,0,0,7,0,0,0,0,0,0,74,0,35,9,0,54,29,0,23,42,0,19,19,0,0,0,0,0,0,0,0,0,29,36,0,0,0,0,0,0,0,29,0,0,0,53,0,0,0,0,0,0,0,4,18,100,0,13,0,0,0,0,39,24,36,0,0,0,0,100,48,39,0,0,6,1,0,13,22,46,29,79,38,0,29,34,100,0,0,0,33,0,53,0,0,46,100,0,25,0,0,0,53,0,0,30,0,0,0,0,0,0,100,0,14,49,28,0,16,100,27,38,0,0,60,33,29,41,0,2,0,15,39,35,37,0,0,0,0,0,0,0,0,0,0
2020-05-01,20,0,57,46,3,0,16,85,50,40,49,0,47,47,38,66,40,47,30,0,33,18,0,0,8,0,0,0,0,0,0,47,0,32,10,0,66,36,0,34,0,0,23,23,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,39,0,0,0,34,0,0,0,0,0,0,0,6,25,59,0,12,0,0,0,0,47,24,34,0,0,0,0,75,47,50,0,0,8,1,0,16,32,60,61,81,47,0,40,40,74,0,0,0,41,44,68,0,35,33,0,0,18,0,42,0,0,0,0,52,0,0,0,0,0,0,0,0,27,29,29,0,14,36,42,52,0,0,36,45,0,53,0,4,0,12,64,61,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,25,0,51,38,3,0,11,77,58,54,59,0,52,38,47,85,40,54,28,49,34,18,0,0,3,0,0,0,0,0,0,38,0,26,12,0,57,25,34,30,50,0,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,34,0,0,0,0,0,0,0,17,36,60,0,10,0,0,0,0,44,28,78,0,0,0,0,69,41,48,0,0,12,1,0,22,43,73,78,76,40,0,62,41,78,0,0,0,33,35,100,0,53,30,0,0,0,0,26,0,0,0,0,69,0,0,0,0,0,0,0,0,52,40,43,0,19,23,60,38,0,0,36,40,31,41,0,27,0,16,40,46,52,0,0,0,0,0,0,0,0,0,0
2020-07-01,20,0,50,36,4,0,13,67,55,43,0,0,0,30,45,90,31,58,23,34,47,17,0,0,4,0,0,0,0,0,0,30,0,25,11,0,55,18,0,26,0,0,20,18,0,0,0,0,0,0,0,0,0,32,60,0,0,0,0,0,0,0,42,0,0,0,47,0,0,0,0,0,0,0,28,35,55,0,9,0,0,0,0,44,23,57,0,0,0,0,64,56,50,0,41,11,1,0,21,50,78,68,76,49,0,63,36,63,0,0,0,30,59,60,0,68,0,0,0,0,0,49,0,0,0,0,72,0,0,0,0,0,0,0,0,47,37,34,0,12,15,60,37,0,0,33,34,0,53,0,40,0,19,67,28,48,0,0,0,0,0,0,0,0,0,100
2020-08-01,23,0,36,37,4,0,14,56,50,54,0,0,44,39,63,81,37,65,100,39,40,17,0,0,11,0,0,0,0,0,0,39,0,20,12,0,46,18,37,38,44,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,32,0,0,0,0,0,0,0,75,46,47,0,9,0,0,0,0,50,27,0,0,0,0,0,62,44,56,0,58,10,1,0,22,62,81,68,79,58,0,74,44,66,0,0,0,33,46,76,0,0,0,0,0,0,0,36,0,47,0,0,84,0,0,0,0,0,0,0,0,67,40,36,0,34,17,63,35,0,0,28,60,0,50,0,51,0,17,74,57,32,0,0,0,0,0,0,0,0,0,0
2020-09-01,27,0,41,50,6,0,17,46,64,72,57,0,55,47,51,77,44,60,44,51,37,17,0,0,16,0,0,0,0,0,0,47,87,44,15,0,60,11,33,62,74,0,35,23,0,0,0,0,0,0,0,0,0,28,64,0,0,0,0,0,0,0,52,0,0,0,39,0,0,0,0,0,0,0,7,40,30,0,9,0,0,0,18,51,32,45,8,0,0,0,62,54,54,0,41,9,1,0,22,64,75,73,78,56,0,73,51,72,0,0,0,41,64,84,0,37,29,0,0,0,0,34,0,42,0,0,88,0,0,0,0,0,0,0,0,81,53,37,0,26,20,65,40,0,0,30,57,0,72,0,58,0,21,90,31,42,0,0,0,0,0,0,0,0,0,0
2020-10-01,19,0,26,35,5,0,9,32,49,61,0,0,70,21,44,66,39,39,22,0,42,12,0,0,4,0,0,0,0,0,0,21,0,35,10,36,49,16,32,25,37,0,17,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,36,0,0,0,32,0,0,0,0,0,0,0,6,28,0,0,9,0,0,0,22,44,24,43,37,0,0,0,62,38,39,0,38,9,1,0,14,39,58,67,70,48,0,48,34,58,0,0,0,39,44,41,0,0,21,0,0,0,0,26,0,0,0,6,62,0,0,0,0,0,0,0,0,48,36,33,0,21,23,49,33,0,0,47,45,0,45,0,19,0,19,43,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,18,0,38,37,4,0,8,30,59,34,0,0,0,27,48,65,42,41,26,44,64,12,0,0,5,0,0,0,0,0,0,27,0,28,10,41,63,25,35,26,0,42,21,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,47,0,0,0,100,0,0,0,12,28,0,0,10,0,0,0,0,48,26,0,43,0,0,0,73,41,47,0,44,9,1,0,20,37,58,69,74,57,0,41,43,61,0,0,0,39,0,46,0,45,0,0,0,0,0,42,0,0,32,9,63,0,0,0,0,0,0,0,0,33,41,35,0,26,39,52,38,0,0,44,0,0,43,0,5,0,13,58,35,35,0,0,0,0,0,0,0,0,0,0
2020-12-01,18,0,27,35,4,0,10,35,59,43,0,0,0,22,43,79,43,43,23,0,0,15,0,0,0,0,0,0,0,0,0,22,0,55,13,0,43,27,33,35,39,0,22,0,0,0,0,0,0,0,0,0,0,26,51,0,0,0,0,0,0,0,40,0,0,0,34,0,0,0,0,0,100,0,4,34,0,0,10,0,0,0,21,47,24,48,43,0,66,0,73,32,40,0,38,9,1,0,22,50,77,100,78,52,0,52,38,66,0,0,0,54,48,76,0,0,19,0,0,0,0,24,0,44,0,6,73,0,0,0,0,0,0,0,0,41,27,34,0,26,20,46,30,61,0,37,28,0,51,0,8,0,21,55,51,33,0,0,0,0,0,0,0,0,0,0
2021-01-01,18,0,40,37,6,0,15,35,67,65,0,0,0,20,53,76,69,46,27,0,37,21,0,0,4,0,0,0,0,0,0,20,0,55,11,0,53,30,46,53,0,0,24,0,0,0,0,0,0,0,0,0,0,25,50,0,0,0,0,0,0,0,44,0,0,0,30,0,0,0,0,0,0,0,5,40,0,0,9,0,0,0,0,53,31,53,46,0,63,0,70,33,42,0,40,11,1,0,19,57,71,71,72,49,0,57,38,62,0,0,0,59,89,55,0,0,0,0,0,0,0,0,0,0,0,15,79,0,0,0,0,0,0,0,0,55,35,34,0,29,18,55,33,0,0,37,34,0,52,0,12,0,15,48,43,0,0,0,0,0,0,0,0,0,0,0
2021-02-01,18,0,42,42,5,0,14,37,68,64,51,0,57,15,58,72,59,51,21,43,45,22,0,0,5,0,0,100,0,0,0,15,0,41,12,0,63,23,35,36,37,0,22,0,0,0,0,0,0,0,0,0,0,31,49,0,0,0,0,0,0,0,44,0,0,0,37,0,0,0,0,0,0,0,4,49,0,0,9,0,0,0,0,56,45,75,58,0,79,0,68,58,44,0,0,11,1,0,20,59,72,69,75,64,62,61,42,75,0,0,0,46,67,54,0,76,0,0,0,0,0,0,0,67,0,12,74,0,0,0,0,0,0,0,0,65,30,42,0,28,21,56,39,71,0,39,35,0,51,0,24,0,16,46,59,64,0,0,0,0,0,0,0,0,0,0
2021-03-01,15,0,52,38,5,0,16,52,61,59,0,0,71,22,61,86,38,58,24,45,38,23,0,0,5,0,0,0,0,0,0,22,69,56,11,32,53,39,42,30,40,0,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,57,25,0,0,0,0,0,89,6,41,0,0,9,0,0,0,0,56,28,50,63,0,0,0,70,55,55,0,39,11,1,0,20,60,76,87,75,60,0,74,46,72,0,0,0,36,62,62,0,0,20,0,0,0,26,0,0,0,0,17,70,0,0,0,0,0,0,0,0,50,36,34,0,23,26,60,30,59,74,37,30,0,55,0,36,0,27,48,46,43,0,0,0,0,0,0,0,0,0,0
2021-04-01,15,0,39,33,5,0,12,82,66,44,0,0,53,15,44,75,44,57,18,0,0,27,0,0,0,0,0,0,0,0,0,15,0,17,11,0,62,38,35,34,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,42,27,0,0,0,0,0,0,0,6,33,0,0,9,0,0,0,19,50,22,54,54,0,97,0,68,51,54,0,41,9,1,0,20,64,66,81,76,100,0,66,40,69,0,0,0,29,42,34,0,0,24,0,0,0,0,0,0,0,37,10,63,0,0,0,0,0,0,0,0,28,27,41,0,39,30,47,37,0,0,37,0,0,49,0,37,0,16,44,36,46,0,0,0,0,0,0,0,0,0,0
2021-05-01,12,0,41,35,6,0,11,60,62,39,0,0,46,16,46,69,46,52,20,40,35,17,0,0,5,0,0,0,0,0,0,16,0,24,11,30,52,32,0,26,40,0,22,0,0,0,0,0,0,0,0,0,0,22,46,0,0,0,0,77,0,0,44,0,0,0,44,0,0,0,0,0,0,0,5,28,0,0,11,0,0,0,0,64,38,51,63,0,72,0,76,37,48,0,0,9,1,0,15,33,54,63,85,88,0,48,36,80,0,0,0,39,52,50,0,0,0,0,0,0,0,30,0,0,48,8,60,0,0,0,0,0,0,0,0,43,22,28,0,31,46,52,58,0,0,57,27,0,50,0,6,0,11,45,65,53,0,0,0,0,0,0,0,0,0,0
2021-06-01,14,0,50,50,5,0,16,55,69,42,0,0,51,23,51,79,49,61,26,50,31,21,0,0,5,0,0,0,0,0,0,23,0,18,13,0,54,26,60,20,37,0,20,22,0,0,0,0,0,0,0,0,0,0,49,0,0,0,100,0,0,0,46,0,0,45,48,0,0,0,0,0,0,0,6,29,41,0,11,0,0,0,0,62,27,69,78,0,0,0,96,44,55,0,0,10,1,0,21,34,66,59,93,87,0,50,49,71,0,0,0,43,46,63,0,0,36,0,0,20,25,23,0,0,36,13,58,0,0,0,0,0,0,0,0,58,33,39,0,43,68,45,73,0,0,55,0,0,61,0,2,0,19,52,0,63,0,0,0,0,0,0,0,0,0,0
2021-07-01,17,0,52,53,23,0,21,66,61,51,81,0,0,21,52,83,35,57,22,35,50,23,0,0,7,0,0,0,0,0,0,21,0,18,12,37,58,34,0,37,62,0,22,0,0,0,0,0,0,0,0,0,0,26,49,0,0,0,0,0,0,0,46,0,0,37,49,0,0,0,0,0,0,0,5,36,28,0,11,0,0,0,0,62,42,56,70,0,0,0,70,50,49,0,44,10,1,0,17,48,80,83,88,69,0,52,50,59,0,0,0,41,42,45,0,0,41,0,0,0,36,0,0,0,53,19,66,0,0,0,0,0,0,0,0,54,23,32,0,38,33,49,62,0,0,42,0,0,56,0,6,0,18,58,0,44,0,0,0,0,0,0,0,0,0,0
2021-08-01,18,0,52,52,25,0,17,60,66,47,0,0,63,14,42,74,40,61,25,42,41,23,0,0,8,0,0,0,0,0,0,14,0,20,11,0,64,41,36,23,44,0,23,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,43,0,0,0,42,0,0,0,0,0,0,64,5,33,43,0,10,0,0,0,0,62,28,50,68,0,0,0,78,39,56,0,40,10,1,0,15,40,68,73,96,76,0,41,48,59,0,0,0,47,41,60,25,51,36,0,0,0,46,24,0,51,53,14,60,0,0,0,0,0,0,0,0,44,29,43,0,42,38,50,73,0,75,47,0,0,64,0,3,0,17,40,41,50,0,0,0,0,0,0,0,0,0,0
2021-09-01,18,0,42,53,29,0,17,68,69,45,43,0,71,45,64,71,47,54,27,45,52,28,0,0,6,0,0,0,0,0,0,45,0,29,13,0,69,33,43,24,0,0,25,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,50,0,0,0,46,0,0,0,0,0,0,0,4,35,38,0,12,0,0,0,0,65,32,0,71,0,0,0,80,48,58,0,38,11,1,0,19,35,60,79,92,95,0,49,59,67,0,0,0,31,42,58,0,38,29,0,0,0,34,0,1,40,47,13,59,0,0,0,0,0,0,0,0,52,34,56,0,42,55,50,43,0,71,40,32,0,67,0,1,100,17,61,57,74,0,0,0,0,0,0,0,0,0,0
2021-10-01,11,0,46,39,31,0,18,64,61,51,0,0,66,17,56,64,35,64,20,30,49,19,0,0,6,10,0,0,0,0,0,17,0,22,14,0,57,37,31,28,0,0,19,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,48,0,0,44,42,0,0,0,0,0,0,0,5,35,38,41,11,0,0,0,0,60,40,39,57,0,80,0,63,45,59,0,0,7,1,0,20,53,57,77,83,77,0,55,47,67,0,0,0,43,0,37,0,0,19,0,0,0,32,33,1,0,0,16,14,0,0,0,0,0,0,0,0,37,25,61,0,35,26,47,54,55,0,32,0,0,59,0,3,0,19,65,33,42,0,0,0,0,0,0,0,0,0,0
2021-11-01,11,0,44,40,34,0,17,76,64,42,0,0,62,21,74,74,39,70,25,49,0,21,69,0,10,23,0,0,0,0,0,21,0,35,16,0,57,22,37,29,0,0,21,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,49,0,0,46,50,0,0,0,0,0,0,0,6,45,0,59,11,0,0,0,0,68,19,72,60,0,0,0,72,50,56,0,0,10,1,0,23,66,66,73,87,93,0,85,52,70,0,0,0,40,39,62,0,55,25,0,0,21,41,46,0,0,32,12,1,0,0,0,0,0,0,0,0,43,39,64,0,37,33,47,42,74,0,38,30,34,58,0,18,0,17,64,33,49,0,0,0,0,0,0,0,0,0,0
2021-12-01,13,15,52,39,27,0,17,44,60,51,47,0,45,26,57,73,42,77,20,34,44,21,0,0,12,16,0,0,0,0,0,26,0,27,11,0,59,40,31,17,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,58,33,0,0,0,0,0,0,0,5,50,0,0,10,0,0,0,0,62,38,50,56,0,0,0,70,63,55,0,52,8,1,0,21,86,69,81,83,84,0,81,53,79,0,0,0,53,51,76,0,0,24,0,0,0,37,42,1,0,0,21,1,0,0,0,0,0,0,0,0,49,32,49,0,39,30,50,48,0,0,35,33,45,51,0,28,0,17,47,0,0,0,0,0,0,0,0,0,0,0,0
2022-01-01,15,22,86,73,35,27,38,54,78,83,51,0,91,28,98,86,58,82,32,74,57,23,0,0,19,29,0,0,0,0,0,28,0,34,16,47,87,66,70,70,49,0,36,24,0,0,0,0,0,0,0,0,0,22,51,0,0,0,0,0,0,0,63,0,0,51,73,0,0,0,0,0,0,0,8,49,29,32,12,0,0,0,0,83,52,53,89,0,0,0,83,68,76,0,53,9,1,0,28,84,66,73,85,81,0,92,74,75,0,0,0,63,55,73,0,79,46,0,0,29,50,67,1,0,58,42,1,0,0,0,0,0,0,0,0,59,66,69,0,47,27,72,72,0,0,59,32,24,80,0,35,0,25,63,0,59,0,0,0,0,0,0,0,0,0,0
2022-02-01,12,20,74,79,37,0,41,34,75,72,70,0,97,28,52,80,58,89,40,100,62,24,0,0,19,31,0,0,0,25,0,28,0,33,19,45,63,53,27,51,79,37,32,30,0,0,0,0,0,0,0,0,0,100,92,0,0,0,0,0,0,0,60,0,0,45,100,0,0,0,0,0,0,68,8,50,24,34,12,0,0,0,26,82,41,61,87,0,0,0,88,99,81,0,43,10,1,0,31,78,70,76,78,55,0,92,71,81,0,0,0,53,67,54,0,68,65,0,11,31,56,63,1,51,80,35,2,0,0,0,0,0,0,0,0,63,62,76,0,53,14,76,83,0,0,51,34,28,98,87,34,0,33,84,0,61,0,0,0,0,0,0,0,0,0,0
2022-03-01,27,100,67,100,39,0,85,46,75,96,76,0,79,46,47,79,57,84,30,75,55,74,0,0,74,33,0,0,0,18,0,46,0,30,17,51,73,34,37,62,81,23,26,31,0,0,0,89,0,0,0,0,0,14,62,39,0,0,0,0,0,0,61,0,0,45,82,19,0,0,0,0,0,50,7,51,28,86,11,0,0,0,15,91,42,75,84,0,36,0,82,100,82,0,27,13,3,0,29,68,71,66,58,48,0,88,96,78,0,0,0,46,88,63,0,51,59,0,11,58,85,84,0,66,49,85,2,0,0,0,0,0,0,0,26,57,66,100,0,71,20,79,100,58,92,56,25,40,87,90,42,0,31,100,0,63,0,0,0,0,0,0,0,0,0,0
2022-04-01,26,33,56,94,29,17,100,100,69,100,59,0,68,46,37,100,39,58,22,50,48,62,0,0,100,30,0,0,0,20,0,46,0,26,35,44,55,30,18,70,63,0,22,18,17,0,99,0,0,0,0,0,0,15,25,0,0,0,0,34,0,0,53,0,0,34,36,19,0,0,0,0,0,0,6,65,28,43,11,0,0,0,16,82,39,46,67,0,61,0,81,64,73,0,26,12,4,0,21,68,68,55,48,38,0,65,50,72,0,0,0,45,44,50,0,45,61,0,27,100,70,64,0,78,25,100,1,0,0,0,0,0,0,0,0,37,46,59,0,69,23,64,82,100,59,43,23,19,69,72,52,0,24,58,0,66,0,0,0,0,0,0,0,0,0,0
2022-05-01,23,10,25,85,32,0,78,66,68,34,43,0,85,63,37,75,36,55,27,63,57,47,0,0,74,36,0,0,0,0,0,63,0,57,16,45,61,32,26,32,31,0,7,15,21,0,0,100,0,0,0,0,0,0,19,0,0,0,0,51,0,0,54,0,0,0,51,0,0,0,0,0,0,0,6,56,32,49,10,0,0,0,12,84,47,0,71,0,38,0,60,59,73,0,34,11,5,0,22,56,65,48,54,38,0,75,61,57,0,0,0,41,55,44,0,53,51,0,9,31,57,56,0,38,25,78,1,0,0,0,0,0,0,0,0,44,28,34,0,68,23,75,66,81,62,48,18,17,72,50,55,0,21,64,0,63,0,0,0,0,0,0,0,0,0,0
2022-06-01,19,47,54,89,45,0,64,46,65,59,62,0,77,64,43,69,29,53,22,55,47,41,0,0,85,38,0,59,0,0,0,64,0,55,14,62,67,41,18,58,39,0,21,14,0,0,0,77,0,0,0,0,0,20,70,0,0,0,0,0,0,0,68,0,0,35,67,0,0,0,0,0,0,0,6,46,50,0,13,0,0,0,0,92,34,46,78,0,56,0,82,70,77,0,34,13,23,0,24,55,67,44,61,41,0,83,65,82,0,0,0,51,64,50,0,54,51,0,19,39,74,87,0,44,39,67,0,0,61,0,0,0,0,0,0,44,44,31,0,100,13,83,63,56,52,63,21,21,83,88,100,0,25,59,0,66,0,0,0,0,0,0,0,0,0,0
2022-07-01,18,76,53,94,35,0,58,43,58,81,78,0,84,62,46,64,27,58,19,47,37,31,0,0,91,14,0,0,0,0,0,62,0,65,14,23,68,49,20,51,30,0,21,13,21,0,0,93,0,0,0,0,0,20,65,0,0,0,0,0,0,0,53,0,0,48,74,0,0,0,0,0,0,0,8,80,19,0,14,0,0,0,11,81,42,34,75,0,71,0,80,59,81,0,30,9,100,0,22,48,64,37,84,38,0,72,69,68,0,0,0,54,49,51,0,38,51,0,9,44,62,71,0,37,26,61,0,0,0,0,0,0,0,0,0,52,51,39,0,77,12,66,82,38,45,60,22,21,77,72,97,0,24,61,0,79,0,0,0,0,0,0,0,0,0,0
2022-08-01,27,58,56,83,43,0,46,59,71,65,72,0,100,50,55,83,34,77,25,50,49,24,0,0,75,29,0,0,0,0,0,50,0,73,21,31,61,58,29,46,47,27,28,15,0,0,0,71,56,0,0,0,100,16,72,62,0,0,0,0,0,0,65,0,0,77,55,0,0,0,0,0,0,0,6,57,37,38,15,0,0,0,0,83,46,58,91,0,56,0,84,73,88,0,44,19,31,0,27,65,78,51,92,41,0,99,74,87,0,0,0,57,76,49,0,68,73,0,18,20,100,87,0,31,23,39,0,0,0,0,0,0,0,0,0,63,63,42,0,76,13,83,63,0,76,72,0,0,85,0,93,0,31,69,0,54,0,0,0,0,0,0,0,0,0,0
