date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,power cut schedule,train schedule,train ticket price,/m/01q82,/g/1211cg58,/m/012_3l,/m/0gfps3,/g/11gbfbpzht
2018-01-01,74,90,54,56,17,51,63,53,45,26,25,47,44,84,71,68,86,51,73,87,36,43,24,85,65,78,55,76,55,27,0,48,47,58,61,36,0,56,77,23,0,13,34,0
2018-02-01,71,49,50,57,22,42,42,64,50,28,33,43,62,83,62,75,88,54,78,77,47,48,26,78,61,82,60,77,49,26,31,49,46,59,62,41,0,46,64,27,0,38,48,0
2018-03-01,70,37,52,77,24,39,58,74,55,27,34,46,68,81,63,74,90,54,74,75,80,40,33,77,62,75,57,74,61,26,48,51,41,56,58,48,0,50,48,21,17,96,55,0
2018-04-01,73,23,51,61,23,44,45,89,49,27,33,45,58,75,61,68,85,49,77,70,77,45,49,78,64,72,60,76,47,23,34,45,39,53,49,37,0,47,53,24,0,86,45,0
2018-05-01,75,23,56,92,31,45,46,95,51,25,35,44,65,72,59,72,89,54,75,71,68,41,40,76,56,77,60,81,39,27,67,47,40,57,54,51,0,43,50,22,26,89,57,0
2018-06-01,68,32,52,69,24,39,56,78,48,25,30,42,54,71,50,66,86,61,66,68,77,41,55,76,60,75,64,81,63,25,34,39,41,56,44,35,0,41,44,17,0,0,47,0
2018-07-01,72,35,57,48,20,38,51,65,55,26,29,47,60,73,55,66,83,60,69,73,58,41,48,84,65,78,59,81,56,28,28,49,44,63,45,35,0,43,55,14,0,0,37,0
2018-08-01,68,24,57,86,28,44,62,82,57,30,38,50,74,74,59,70,86,56,73,71,86,34,39,76,63,74,54,79,55,29,39,40,41,59,59,57,0,40,51,20,30,0,50,0
2018-09-01,70,41,56,82,26,47,52,84,53,28,32,47,61,73,57,72,82,55,74,74,69,31,44,76,60,75,55,81,58,27,38,37,42,61,57,35,0,44,61,22,45,0,49,0
2018-10-01,70,46,54,74,27,46,65,84,55,25,36,47,59,79,60,71,84,53,73,74,75,34,28,75,58,73,55,75,48,28,40,54,42,57,63,56,0,46,51,21,28,47,49,0
2018-11-01,68,66,62,68,20,42,68,68,52,33,29,46,63,80,59,66,85,48,70,71,57,34,24,75,56,69,51,73,48,25,44,32,38,51,50,35,0,43,48,20,25,67,51,1
2018-12-01,72,80,49,31,14,30,57,57,38,32,22,48,48,81,57,58,79,45,63,71,34,29,23,81,63,60,41,65,40,22,20,41,29,43,48,32,0,53,75,16,0,39,41,1
2019-01-01,78,96,42,37,15,40,53,100,50,29,26,50,40,73,73,64,83,52,75,85,41,33,23,80,65,72,58,74,51,26,0,38,44,54,47,35,0,50,68,18,22,34,42,1
2019-02-01,71,43,45,60,20,39,39,78,55,25,32,47,54,71,67,75,85,58,83,79,50,38,25,76,56,80,64,81,58,26,35,40,41,57,49,38,0,48,62,19,30,54,55,2
2019-03-01,70,27,45,75,26,41,43,94,55,28,38,51,58,74,59,73,83,56,77,73,70,31,32,74,59,79,59,79,55,28,40,46,38,57,42,40,0,47,58,16,33,67,72,2
2019-04-01,72,24,47,66,22,36,47,81,52,27,34,48,54,75,58,64,83,50,71,74,64,34,41,81,65,73,54,75,49,27,34,55,37,54,41,57,0,44,71,17,34,49,62,3
2019-05-01,73,23,47,92,32,49,66,85,53,28,38,49,65,73,58,73,86,62,73,68,60,32,41,75,52,75,61,83,54,27,61,47,39,61,57,51,0,41,47,34,26,80,79,3
2019-06-01,71,25,49,69,26,76,60,74,52,28,35,47,49,71,56,64,87,59,72,69,69,40,36,73,56,74,55,77,50,27,50,39,38,81,43,50,0,44,55,41,0,83,72,3
2019-07-01,73,22,48,47,21,69,55,61,53,30,30,47,53,76,55,74,83,66,73,76,65,78,31,82,59,75,59,79,54,26,20,47,39,77,43,41,0,42,63,33,25,71,60,3
2019-08-01,70,26,42,65,26,45,46,70,55,36,36,46,50,75,55,68,83,53,75,73,89,34,35,80,56,76,55,81,48,26,48,38,37,61,45,54,0,43,52,25,36,100,75,2
