date,Age,Air Conditioner Price,Cosmetics,Employment Rate,Inflation,Bank loan rate,Forex rate,confidence,health,weakness,trajectory,news,Economic development,market,onsite,applicant,drive,wage,active,rental,annuity,rebate,goal,restaurant,takeaway,training,childcare,care,career opportunities,cost of living,economic policies,freelancing,government jobs,loan interest,market prices,national economy,power cut schedule,train schedule,train ticket price
2020-04-01,51,0,75,0,27,0,0,80,50,55,27,67,29,47,11,26,93,25,66,19,17,51,18,28,39,60,14,46,56,33,0,0,26,26,45,57,0,0,0
2020-05-01,48,0,100,0,24,0,0,79,43,50,42,50,38,44,20,34,91,24,83,16,17,36,17,30,42,53,17,45,29,36,49,0,20,25,36,0,0,0,0
2020-06-01,42,0,96,0,29,0,0,78,42,56,31,51,32,42,25,21,76,22,78,20,16,37,22,35,39,54,13,49,35,43,0,0,0,24,29,0,0,0,0
2020-07-01,43,0,99,0,28,0,0,78,43,57,34,48,27,44,19,17,69,31,77,27,14,40,20,42,32,53,9,50,50,52,0,0,24,24,32,0,0,0,97
2020-08-01,40,0,80,0,26,0,0,67,42,49,31,44,30,39,22,37,88,29,73,28,20,44,22,44,40,50,21,45,51,40,0,57,29,24,25,0,0,0,0
2020-09-01,38,0,64,0,27,0,0,73,42,39,38,39,34,36,25,24,100,27,69,29,19,52,23,43,42,47,12,43,40,47,0,39,22,22,30,0,0,0,0
2020-10-01,34,0,62,0,25,0,0,67,38,44,45,45,23,33,27,34,86,31,65,31,16,63,20,45,35,43,17,42,33,37,0,0,23,23,32,0,0,0,0
2020-11-01,39,0,78,0,24,0,0,63,33,38,32,64,25,33,24,31,77,26,80,32,15,49,19,43,24,41,12,43,49,48,0,0,22,20,32,0,0,0,0
2020-12-01,40,0,84,0,27,0,0,64,34,40,23,48,12,41,17,27,65,36,82,37,19,44,20,51,19,38,11,43,45,47,0,0,28,27,32,0,0,0,0
2021-01-01,41,0,63,0,31,0,0,58,43,45,17,54,26,37,25,21,63,38,85,32,16,34,20,46,35,43,15,44,41,54,0,0,19,20,33,0,0,0,0
2021-02-01,38,0,56,0,29,0,0,64,40,42,23,41,24,36,15,32,73,38,72,30,21,36,20,46,27,41,15,53,38,51,0,0,0,21,0,0,0,0,0
